date,station,max_temperature,min_temperature,mean_temperature
2012-11-04,Salenques,4,-1,1.5
2012-11-05,Salenques,0,-4,-2
2012-11-06,Salenques,-4,-9,-6.5
2012-11-07,Salenques,8,-5,1.5
2012-11-08,Salenques,6,2,4
2012-11-09,Salenques,6,1,3.5
2012-11-10,Salenques,2,-3,-0.5
2012-11-11,Salenques,-3,-6,-4.5
2012-11-12,Salenques,4,-5,-0.5
2012-11-13,Salenques,10,-1,4.5
2012-11-14,Salenques,12,2,7
2012-11-15,Salenques,8,0,4
2012-11-16,Salenques,6,0,3
2012-11-17,Salenques,1,-1,0
2012-11-18,Salenques,2,-2,0
2012-11-19,Salenques,8,-3,2.5
2012-11-20,Salenques,8,-1,3.5
2012-11-21,Salenques,4,-2,1
2012-11-22,Salenques,2,-4,-1
2012-11-23,Salenques,5,0,2.5
2012-11-24,Salenques,5,1,3
2012-11-25,Salenques,4,0,2
2012-11-26,Salenques,1,-5,-2
2012-11-27,Salenques,-4,-8,-6
2012-11-28,Salenques,-8,-10,-9
2012-11-29,Salenques,-10,-13,-11.5
2012-11-30,Salenques,-7,-12,-9.5
2012-12-01,Salenques,-7,-9,-8
2012-12-02,Salenques,-3,-9,-6
2012-12-03,Salenques,0,-4,-2
2012-12-04,Salenques,-1,-8,-4.5
2012-12-05,Salenques,-7,-9,-8
2012-12-06,Salenques,-2,-9,-5.5
2012-12-07,Salenques,1,-8,-3.5
2012-12-08,Salenques,-8,-10,-9
2012-12-09,Salenques,5,-8,-1.5
2012-12-10,Salenques,0,-2,-1
2012-12-11,Salenques,-1,-5,-3
2012-12-12,Salenques,1,-6,-2.5
2012-12-13,Salenques,-3,-5,-4
2012-12-14,Salenques,0,-4,-2
2012-12-15,Salenques,0,-3,-1.5
2012-12-16,Salenques,-1,-5,-3
2012-12-17,Salenques,-2,-6,-4
2012-12-18,Salenques,0,-3,-1.5
2012-12-19,Salenques,3,0,1.5
2012-12-20,Salenques,1,-5,-2
2012-12-21,Salenques,0,-5,-2.5
2012-12-22,Salenques,7,-1,3
2012-12-23,Salenques,9,4,6.5
2012-12-24,Salenques,8,2,5
2012-12-25,Salenques,2,-1,0.5
2012-12-26,Salenques,0,-6,-3
2012-12-27,Salenques,2,-2,0
2012-12-28,Salenques,7,-4,1.5
2012-12-29,Salenques,4,-6,-1
2012-12-30,Salenques,0,-8,-4
2012-12-31,Salenques,1,-4,-1.5
2013-01-01,Salenques,0,-7,-3.5
2013-01-02,Salenques,-5,-9,-7
2013-01-03,Salenques,2,-5,-1.5
2013-01-04,Salenques,3,0,1.5
2013-01-05,Salenques,5,2,3.5
2013-01-06,Salenques,6,4,5
2013-01-07,Salenques,10,2,6
2013-01-08,Salenques,10,2,6
2013-01-09,Salenques,6,-2,2
2013-01-10,Salenques,-1,-4,-2.5
2013-01-11,Salenques,0,-8,-4
2013-01-12,Salenques,-1,-7,-4
2013-01-13,Salenques,-7,-10,-8.5
2013-01-14,Salenques,-8,-11,-9.5
2013-01-15,Salenques,-7,-12,-9.5
2013-01-16,Salenques,-1,-8,-4.5
2013-01-17,Salenques,-5,-11,-8
2013-01-18,Salenques,0,-5,-2.5
2013-01-19,Salenques,-1,-6,-3.5
2013-01-20,Salenques,-2,-11,-6.5
2013-01-21,Salenques,-4,-12,-8
2013-01-22,Salenques,-7,-12,-9.5
2013-01-23,Salenques,-9,-12,-10.5
2013-01-24,Salenques,-7,-13,-10
2013-01-25,Salenques,0,-13,-6.5
2013-01-26,Salenques,0,-7,-3.5
2013-01-27,Salenques,8,-7,0.5
2013-01-28,Salenques,2,-10,-4
2013-01-29,Salenques,8,0,4
2013-01-30,Salenques,10,2,6
2013-01-31,Salenques,9,0,4.5
2013-02-01,Salenques,7,-2,2.5
2013-02-02,Salenques,-2,-14,-8
2013-02-03,Salenques,-6,-16,-11
2013-02-04,Salenques,0,-6,-3
2013-02-05,Salenques,4,-10,-3
2013-02-06,Salenques,-8,-11,-9.5
2013-02-07,Salenques,-11,-15,-13
2013-02-08,Salenques,-8,-14,-11
2013-02-09,Salenques,-8,-15,-11.5
2013-02-10,Salenques,-3,-9,-6
2013-02-11,Salenques,-9,-12,-10.5
2013-02-12,Salenques,-8,-12,-10
2013-02-13,Salenques,-3,-11,-7
2013-02-14,Salenques,0,-3,-1.5
2013-02-15,Salenques,0,-6,-3
2013-02-16,Salenques,9,-5,2
2013-02-17,Salenques,9,-5,2
2013-02-18,Salenques,5,-7,-1
2013-02-19,Salenques,10,-7,1.5
2013-02-20,Salenques,9,-6,1.5
2013-02-21,Salenques,1,-8,-3.5
2013-02-22,Salenques,-1,-9,-5
2013-02-23,Salenques,-9,-19,-14
2013-02-24,Salenques,-14,-18,-16
2013-02-25,Salenques,-14,-17,-15.5
2013-02-26,Salenques,-1,-17,-9
2013-02-27,Salenques,3,-15,-6
2013-02-28,Salenques,1,-12,-5.5
2013-03-01,Salenques,-6,-8,-7
2013-03-02,Salenques,5,-8,-1.5
2013-03-03,Salenques,1,-5,-2
2013-03-04,Salenques,-3,-5,-4
2013-03-05,Salenques,0,-3,-1.5
2013-03-06,Salenques,9,-1,4
2013-03-07,Salenques,2,-1,0.5
2013-03-08,Salenques,1,-5,-2
2013-03-09,Salenques,0,-5,-2.5
2013-03-10,Salenques,5,-6,-0.5
2013-03-11,Salenques,-1,-7,-4
2013-03-12,Salenques,2,-7,-2.5
2013-03-13,Salenques,-7,-17,-12
2013-03-14,Salenques,-12,-16,-14
2013-03-15,Salenques,-6,-16,-11
2013-03-16,Salenques,-4,-8,-6
2013-03-17,Salenques,-1,-6,-3.5
2013-03-18,Salenques,-2,-9,-5.5
2013-03-19,Salenques,-1,-9,-5
2013-03-20,Salenques,-2,-7,-4.5
2013-03-21,Salenques,5,-4,0.5
2013-03-22,Salenques,2,-2,0
2013-03-23,Salenques,0,-7,-3.5
2013-03-24,Salenques,-1,-8,-4.5
2013-03-25,Salenques,6,-5,0.5
2013-03-26,Salenques,9,-3,3
2013-03-27,Salenques,6,-3,1.5
2013-03-28,Salenques,5,-1,2
2013-03-29,Salenques,7,-1,3
2013-03-30,Salenques,0,-5,-2.5
2013-03-31,Salenques,6,-5,0.5
2013-04-01,Salenques,4,-6,-1
2013-04-02,Salenques,8,-9,-0.5
2013-04-03,Salenques,3,-8,-2.5
2013-04-04,Salenques,8,-6,1
2013-04-05,Salenques,0,-11,-5.5
2013-04-06,Salenques,-7,-12,-9.5
2013-04-07,Salenques,2,-7,-2.5
2013-04-08,Salenques,3,-6,-1.5
2013-04-09,Salenques,1,-4,-1.5
2013-04-10,Salenques,3,-3,0
2013-04-11,Salenques,4,-4,0
2013-04-12,Salenques,2,-4,-1
2013-04-13,Salenques,7,-2,2.5
2013-04-14,Salenques,8,3,5.5
2013-04-15,Salenques,8,4,6
2013-04-16,Salenques,10,4,7
2013-04-17,Salenques,12,3,7.5
2013-04-18,Salenques,12,3,7.5
2013-04-19,Salenques,3,-7,-2
2013-04-20,Salenques,-6,-9,-7.5
2013-04-21,Salenques,6,-8,-1
2013-04-22,Salenques,0,-7,-3.5
2013-04-23,Salenques,16,-4,6
2013-04-24,Salenques,13,-3,5
2013-04-25,Salenques,6,0,3
2013-04-26,Salenques,6,-2,2
2013-04-27,Salenques,-2,-9,-5.5
2013-04-28,Salenques,0,-9,-4.5
2013-04-29,Salenques,4,-3,0.5
2013-04-30,Salenques,1,-5,-2
2013-05-01,Salenques,0,-6,-3
2013-05-02,Salenques,4,-4,0
2013-05-03,Salenques,13,-4,4.5
2013-05-04,Salenques,3,-4,-0.5
2013-05-05,Salenques,4,-3,0.5
2013-05-06,Salenques,16,0,8
2013-05-07,Salenques,16,0,8
2013-05-08,Salenques,15,2,8.5
2013-05-09,Salenques,4,2,3
2013-05-10,Salenques,14,0,7
2013-05-11,Salenques,14,0,7
2013-05-12,Salenques,15,-2,6.5
2013-05-13,Salenques,17,0,8.5
2013-05-14,Salenques,4,0,2
2013-05-15,Salenques,2,-3,-0.5
2013-05-16,Salenques,7,-7,0
2013-05-17,Salenques,0,-7,-3.5
2013-05-18,Salenques,0,-6,-3
2013-05-19,Salenques,2,-6,-2
2013-05-20,Salenques,6,-8,-1
2013-05-21,Salenques,11,-6,2.5
2013-05-22,Salenques,0,-2,-1
2013-05-23,Salenques,5,-4,0.5
2013-05-24,Salenques,1,-8,-3.5
2013-05-25,Salenques,0,-6,-3
2013-05-26,Salenques,9,-5,2
2013-05-27,Salenques,2,-1,0.5
2013-05-28,Salenques,3,-7,-2
2013-05-29,Salenques,3,-8,-2.5
2013-05-30,Salenques,0,-6,-3
2013-05-31,Salenques,-1,-2,-1.5
2013-06-01,Salenques,0,-3,-1.5
2013-06-02,Salenques,0,0,0
2013-06-03,Salenques,17,0,8.5
2013-06-04,Salenques,17,0,8.5
2013-06-05,Salenques,10,2,6
2013-06-06,Salenques,18,1,9.5
2013-06-07,Salenques,10,2,6
2013-06-08,Salenques,4,-1,1.5
2013-06-09,Salenques,3,-1,1
2013-06-10,Salenques,11,0,5.5
2013-06-11,Salenques,19,3,11
2013-06-12,Salenques,20,5,12.5
2013-06-13,Salenques,13,7,10
2013-06-14,Salenques,12,7,9.5
2013-06-15,Salenques,14,8,11
2013-06-16,Salenques,13,9,11
2013-06-17,Salenques,11,6,8.5
2013-06-18,Salenques,6,2,4
2013-06-19,Salenques,3,0,1.5
2013-06-20,Salenques,6,0,3
2013-06-21,Salenques,9,0,4.5
2013-06-22,Salenques,14,0,7
2013-06-23,Salenques,11,4,7.5
2013-06-24,Salenques,10,4,7
2013-06-25,Salenques,8,3,5.5
2013-06-26,Salenques,19,4,11.5
2013-06-27,Salenques,11,3,7
2013-06-28,Salenques,4,3,3.5
2013-06-29,Salenques,12,4,8
2013-06-30,Salenques,12,7,9.5
2012-01-01,Sasseuva,3.5,-0.2,1.65
2012-01-02,Sasseuva,2.4,-6.2,-1.9
2012-01-03,Sasseuva,2.9,-6.8,-1.95
2012-01-04,Sasseuva,-0.4,-4.3,-2.35
2012-01-05,Sasseuva,3.4,-0.6,1.4
2012-01-06,Sasseuva,-0.4,-9.3,-4.85
2012-01-07,Sasseuva,-0.6,-9.1,-4.85
2012-01-08,Sasseuva,-0.4,-4.5,-2.45
2012-01-09,Sasseuva,3.6,-2.6,0.5
2012-01-10,Sasseuva,7.2,2.9,5.05
2012-01-11,Sasseuva,6.5,1.6,4.05
2012-01-12,Sasseuva,3.9,-0.1,1.9
2012-01-13,Sasseuva,4,0.3,2.15
2012-01-14,Sasseuva,3.8,-1.1,1.35
2012-01-15,Sasseuva,1.7,-3.8,-1.05
2012-01-16,Sasseuva,-3.8,-6.4,-5.1
2012-01-17,Sasseuva,-0.5,-5.3,-2.9
2012-01-18,Sasseuva,-0.4,-3.2,-1.8
2012-01-19,Sasseuva,3.4,-2.1,0.65
2012-01-20,Sasseuva,-0.8,-5.6,-3.2
2012-01-21,Sasseuva,0.1,-5.1,-2.5
2012-01-22,Sasseuva,1,-3.1,-1.05
2012-01-23,Sasseuva,3.3,-2.1,0.6
2012-01-24,Sasseuva,1.3,-3.2,-0.95
2012-01-25,Sasseuva,6.9,0.1,3.5
2012-01-26,Sasseuva,1.8,-4.4,-1.3
2012-01-27,Sasseuva,-3.6,-6.7,-5.15
2012-01-28,Sasseuva,-6.6,-10.6,-8.6
2012-01-29,Sasseuva,-10.6,-13,-11.8
2012-01-30,Sasseuva,-5.8,-14.2,-10
2012-01-31,Sasseuva,-4.7,-11.4,-8.05
2012-02-01,Sasseuva,-5.1,-12,-8.55
2012-02-02,Sasseuva,-12.2,-20.7,-16.45
2012-02-03,Sasseuva,-17.2,-21.4,-19.3
2012-02-04,Sasseuva,-18.1,-20.8,-19.45
2012-02-05,Sasseuva,-6.1,-18.9,-12.5
2012-02-06,Sasseuva,-10.3,-15,-12.65
2012-02-07,Sasseuva,-12,-19,-15.5
2012-02-08,Sasseuva,-2.9,-18.7,-10.8
2012-02-09,Sasseuva,-4.7,-11.1,-7.9
2012-02-10,Sasseuva,-10.9,-17,-13.95
2012-02-11,Sasseuva,-15,-17.7,-16.35
2012-02-12,Sasseuva,-15,-18.7,-16.85
2012-02-13,Sasseuva,-11.9,-17.6,-14.75
2012-02-14,Sasseuva,-9.3,-11.6,-10.45
2012-02-15,Sasseuva,-6.9,-11.2,-9.05
2012-02-16,Sasseuva,-5,-8.8,-6.9
2012-02-17,Sasseuva,2.8,-8.4,-2.8
2012-02-18,Sasseuva,2.3,-4.8,-1.25
2012-02-19,Sasseuva,-3.3,-10.4,-6.85
2012-02-20,Sasseuva,-7.4,-13.9,-10.65
2012-02-21,Sasseuva,-2.1,-9.3,-5.7
2012-02-22,Sasseuva,-0.4,-5.9,-3.15
2012-02-23,Sasseuva,2.5,-3.9,-0.7
2012-02-24,Sasseuva,7.6,0,3.8
2012-02-25,Sasseuva,5,1.2,3.1
2012-02-26,Sasseuva,1.8,-2.1,-0.15
2012-02-27,Sasseuva,2.4,-2.2,0.1
2012-02-28,Sasseuva,5,-0.5,2.25
2012-02-29,Sasseuva,5.5,0.7,3.1
2012-03-01,Sasseuva,7.6,1.3,4.45
2012-03-02,Sasseuva,5.3,-0.9,2.2
2012-03-03,Sasseuva,0.3,-3,-1.35
2012-03-04,Sasseuva,1.3,-7.1,-2.9
2012-03-05,Sasseuva,-7.7,-10.8,-9.25
2012-03-06,Sasseuva,-7.6,-11.1,-9.35
2012-03-07,Sasseuva,-1.4,-11.3,-6.35
2012-03-08,Sasseuva,-2.8,-8.8,-5.8
2012-03-09,Sasseuva,-3.6,-10.1,-6.85
2012-03-10,Sasseuva,-0.1,-6,-3.05
2012-03-11,Sasseuva,3.1,-3.9,-0.4
2012-03-12,Sasseuva,10.3,-0.1,5.1
2012-03-13,Sasseuva,10.6,4.2,7.4
2012-03-14,Sasseuva,10.8,5.2,8
2012-03-15,Sasseuva,9.9,4.6,7.25
2012-03-16,Sasseuva,7.2,-0.4,3.4
2012-03-17,Sasseuva,4.9,-2.1,1.4
2012-03-18,Sasseuva,-1.1,-8.2,-4.65
2012-03-19,Sasseuva,-6.1,-8.2,-7.15
2012-03-20,Sasseuva,-5,-9.5,-7.25
2012-03-21,Sasseuva,0.4,-6.7,-3.15
2012-03-22,Sasseuva,-0.7,-3.8,-2.25
2012-03-23,Sasseuva,4.5,-5.1,-0.3
2012-03-24,Sasseuva,7.6,-0.3,3.65
2012-03-25,Sasseuva,6.7,1.1,3.9
2012-03-26,Sasseuva,5.6,-0.9,2.35
2012-03-27,Sasseuva,5,-0.6,2.2
2012-03-28,Sasseuva,5.5,0,2.75
2012-03-29,Sasseuva,5.8,0.7,3.25
2012-03-30,Sasseuva,7.1,0.4,3.75
2012-03-31,Sasseuva,8,1.3,4.65
2012-04-01,Sasseuva,7,1,4
2012-04-02,Sasseuva,6,0.3,3.15
2012-04-03,Sasseuva,3.3,-1.6,0.85
2012-04-04,Sasseuva,-0.7,-3.4,-2.05
2012-04-05,Sasseuva,0.9,-2.8,-0.95
2012-04-06,Sasseuva,2,-5.6,-1.8
2012-04-07,Sasseuva,-0.6,-6.3,-3.45
2012-04-08,Sasseuva,-0.6,-5.4,-3
2012-04-09,Sasseuva,8.5,-4.7,1.9
2012-04-10,Sasseuva,4.3,-6.1,-0.9
2012-04-11,Sasseuva,-0.4,-6.4,-3.4
2012-04-12,Sasseuva,0.1,-5.4,-2.65
2012-04-13,Sasseuva,-4.2,-6.5,-5.35
2012-04-14,Sasseuva,-3.3,-7.9,-5.6
2012-04-15,Sasseuva,-5.2,-7.9,-6.55
2012-04-16,Sasseuva,-7.8,-10.1,-8.95
2012-04-17,Sasseuva,0,-11.8,-5.9
2012-04-18,Sasseuva,-0.9,-5.4,-3.15
2012-04-19,Sasseuva,-2,-6.4,-4.2
2012-04-20,Sasseuva,-0.2,-6.1,-3.15
2012-04-21,Sasseuva,3.9,-3.3,0.3
2012-04-22,Sasseuva,-1.2,-4.8,-3
2012-04-23,Sasseuva,2.8,-5.6,-1.4
2012-04-24,Sasseuva,-2,-7.2,-4.6
2012-04-25,Sasseuva,4.8,-1.9,1.45
2012-04-26,Sasseuva,9,3.4,6.2
2012-04-27,Sasseuva,8.4,2.3,5.35
2012-04-28,Sasseuva,6,-1.9,2.05
2012-04-29,Sasseuva,-0.6,-3.7,-2.15
2012-04-30,Sasseuva,0.7,-4.5,-1.9
2012-05-01,Sasseuva,1,-4.5,-1.75
2012-05-02,Sasseuva,4.5,-2,1.25
2012-05-03,Sasseuva,6.9,0.4,3.65
2012-05-04,Sasseuva,2.8,0,1.4
2012-05-05,Sasseuva,4.2,-1.2,1.5
2012-05-06,Sasseuva,1.7,-2.3,-0.3
2012-05-07,Sasseuva,7.3,-0.8,3.25
2012-05-08,Sasseuva,8.9,3.2,6.05
2012-05-09,Sasseuva,12.9,5.7,9.3
2012-05-10,Sasseuva,15.7,7.8,11.75
2012-05-11,Sasseuva,18.9,11.2,15.05
2012-05-12,Sasseuva,16.3,9.1,12.7
2012-05-13,Sasseuva,11.3,2.8,7.05
2012-05-14,Sasseuva,9.6,1.3,5.45
2012-05-15,Sasseuva,4.3,-2.3,1
2012-05-16,Sasseuva,10.1,-3.7,3.2
2012-05-17,Sasseuva,15.5,6.2,10.85
2012-05-18,Sasseuva,11.9,5.1,8.5
2012-05-19,Sasseuva,8.2,0.8,4.5
2012-05-20,Sasseuva,0.9,-4.3,-1.7
2012-05-21,Sasseuva,-1.4,-5.4,-3.4
2012-05-22,Sasseuva,1.4,-2.2,-0.4
2012-05-23,Sasseuva,8.3,1.9,5.1
2012-05-24,Sasseuva,11.7,5.4,8.55
2012-05-25,Sasseuva,14,7,10.5
2012-05-26,Sasseuva,15,7.7,11.35
2012-05-27,Sasseuva,11.5,5.5,8.5
2012-05-28,Sasseuva,8.9,3.9,6.4
2012-05-29,Sasseuva,13.2,5.9,9.55
2012-05-30,Sasseuva,14.7,6.6,10.65
2012-05-31,Sasseuva,15.1,9,12.05
2012-06-01,Sasseuva,17.9,11.5,14.7
2012-06-02,Sasseuva,18.9,9.7,14.3
2012-06-03,Sasseuva,10.3,3.1,6.7
2012-06-04,Sasseuva,7,2,4.5
2012-06-05,Sasseuva,14.7,6.1,10.4
2012-06-06,Sasseuva,15.2,10.6,12.9
2012-06-07,Sasseuva,16.9,6.8,11.85
2012-06-08,Sasseuva,6.1,2.3,4.2
2012-06-09,Sasseuva,9.2,0.8,5
2012-06-10,Sasseuva,11.2,4.4,7.8
2012-06-11,Sasseuva,8.5,-1.1,3.7
2012-06-12,Sasseuva,2.4,-0.9,0.75
2012-06-13,Sasseuva,6.3,-0.7,2.8
2012-06-14,Sasseuva,14.6,3.9,9.25
2012-06-15,Sasseuva,16.3,9.3,12.8
2012-06-16,Sasseuva,17.1,8.6,12.85
2012-06-17,Sasseuva,17,9.5,13.25
2012-06-18,Sasseuva,15.4,9,12.2
2012-06-19,Sasseuva,11,6.5,8.75
2012-06-20,Sasseuva,16,6.8,11.4
2012-06-21,Sasseuva,15.4,5.7,10.55
2012-06-22,Sasseuva,15.4,8.7,12.05
2012-06-23,Sasseuva,16.6,8.7,12.65
2012-06-24,Sasseuva,16,9.6,12.8
2012-06-25,Sasseuva,16.7,9.6,13.15
2012-06-26,Sasseuva,18.1,13.1,15.6
2012-06-27,Sasseuva,22.2,13.4,17.8
2012-06-28,Sasseuva,21.1,15.3,18.2
2012-06-29,Sasseuva,18.8,14.4,16.6
2012-06-30,Sasseuva,17.1,5.4,11.25
2012-07-01,Sasseuva,5.3,1.5,3.4
2012-07-02,Sasseuva,10.7,1.1,5.9
2012-07-03,Sasseuva,15.6,8.5,12.05
2012-07-04,Sasseuva,15.6,6.8,11.2
2012-07-05,Sasseuva,9.7,4.3,7
2012-07-06,Sasseuva,9.7,4,6.85
2012-07-07,Sasseuva,15.6,7.7,11.65
2012-07-08,Sasseuva,13.7,8.3,11
2012-07-09,Sasseuva,15.5,9.5,12.5
2012-07-10,Sasseuva,14.8,6.5,10.65
2012-07-11,Sasseuva,14.2,5.5,9.85
2012-07-12,Sasseuva,14.7,7.1,10.9
2012-07-13,Sasseuva,17.1,8,12.55
2012-07-14,Sasseuva,8.4,3.1,5.75
2012-07-15,Sasseuva,5.6,1.9,3.75
2012-07-16,Sasseuva,11.8,1.8,6.8
2012-07-17,Sasseuva,16.3,8.6,12.45
2012-07-18,Sasseuva,18.8,12.4,15.6
2012-07-19,Sasseuva,20,12.6,16.3
2012-07-20,Sasseuva,16.6,5.7,11.15
2012-07-21,Sasseuva,7.5,4.8,6.15
2012-07-22,Sasseuva,9.7,3.5,6.6
2012-07-23,Sasseuva,13,4.8,8.9
2012-07-24,Sasseuva,16.4,6.5,11.45
2012-07-25,Sasseuva,18,11.3,14.65
2012-07-26,Sasseuva,19.5,12.7,16.1
2012-07-27,Sasseuva,18.4,9.8,14.1
2012-07-28,Sasseuva,13.3,7.5,10.4
2012-07-29,Sasseuva,16.2,7.4,11.8
2012-07-30,Sasseuva,16.7,10.9,13.8
2012-07-31,Sasseuva,19.8,12.3,16.05
2012-08-01,Sasseuva,20.5,9.5,15
2012-08-02,Sasseuva,16.2,8.5,12.35
2012-08-03,Sasseuva,18.1,8.1,13.1
2012-08-04,Sasseuva,17,9.2,13.1
2012-08-05,Sasseuva,14,5.5,9.75
2012-08-06,Sasseuva,7.2,4.8,6
2012-08-07,Sasseuva,15.3,6.8,11.05
2012-08-08,Sasseuva,17.9,11.4,14.65
2012-08-09,Sasseuva,20.5,15.6,18.05
2012-08-10,Sasseuva,20.8,16.1,18.45
2012-08-11,Sasseuva,22.3,11.9,17.1
2012-08-12,Sasseuva,14.8,6.7,10.75
2012-08-13,Sasseuva,14.9,9.4,12.15
2012-08-14,Sasseuva,18.2,10.2,14.2
2012-08-15,Sasseuva,16.7,10.6,13.65
2012-08-16,Sasseuva,18.7,9.2,13.95
2012-08-17,Sasseuva,23.4,13.9,18.65
2012-08-18,Sasseuva,25.6,18.1,21.85
2012-08-19,Sasseuva,22.8,14.8,18.8
2012-08-20,Sasseuva,21.3,15.3,18.3
2012-08-21,Sasseuva,22.1,14.4,18.25
2012-08-22,Sasseuva,22.1,15.3,18.7
2012-08-23,Sasseuva,20.3,13.8,17.05
2012-08-24,Sasseuva,19.7,11.3,15.5
2012-08-25,Sasseuva,12.9,5.4,9.15
2012-08-26,Sasseuva,11.2,4,7.6
2012-08-27,Sasseuva,19.5,10.3,14.9
2012-08-28,Sasseuva,18,7.1,12.55
2012-08-29,Sasseuva,17.7,8.3,13
2012-08-30,Sasseuva,8.8,0.6,4.7
2012-08-31,Sasseuva,4.6,-0.7,1.95
2012-09-01,Sasseuva,3.5,-1.7,0.9
2012-09-02,Sasseuva,2.7,-1.9,0.4
2012-09-03,Sasseuva,4.9,1.3,3.1
2012-09-04,Sasseuva,7.7,4.1,5.9
2012-09-05,Sasseuva,11.5,5,8.25
2012-09-06,Sasseuva,12.7,5.9,9.3
2012-09-07,Sasseuva,15.1,8.7,11.9
2012-09-08,Sasseuva,15.4,9.1,12.25
2012-09-09,Sasseuva,14.4,8.8,11.6
2012-09-10,Sasseuva,15.1,7.3,11.2
2012-09-11,Sasseuva,14.2,8.7,11.45
2012-09-12,Sasseuva,9.6,0.1,4.85
2012-09-13,Sasseuva,3.7,0.3,2
2012-09-14,Sasseuva,9.8,0.4,5.1
2012-09-15,Sasseuva,14.9,8.7,11.8
2012-09-16,Sasseuva,18,12.9,15.45
2012-09-17,Sasseuva,17.4,11.4,14.4
2012-09-18,Sasseuva,14.5,6.1,10.3
2012-09-19,Sasseuva,7.7,3.4,5.55
2012-09-20,Sasseuva,15.1,6.2,10.65
2012-09-21,Sasseuva,16.5,9.5,13
2012-09-22,Sasseuva,16,9.9,12.95
2012-09-23,Sasseuva,15.8,7.3,11.55
2012-09-24,Sasseuva,11.1,4.8,7.95
2012-09-25,Sasseuva,9.5,3.6,6.55
2012-09-26,Sasseuva,4,-0.3,1.85
2012-09-27,Sasseuva,6.6,0.5,3.55
2012-09-28,Sasseuva,9.9,4.6,7.25
2012-09-29,Sasseuva,7.7,-0.7,3.5
2012-09-30,Sasseuva,4.6,-0.4,2.1
2012-10-01,Sasseuva,8.6,4.1,6.35
2012-10-02,Sasseuva,10,4.4,7.2
2012-10-03,Sasseuva,12.4,4.3,8.35
2012-10-04,Sasseuva,11.8,6.8,9.3
2012-10-05,Sasseuva,14.1,7.5,10.8
2012-10-06,Sasseuva,14.7,7.2,10.95
2012-10-07,Sasseuva,11,8.1,9.55
2012-10-08,Sasseuva,16.1,8.8,12.45
2012-10-09,Sasseuva,12.1,6.8,9.45
2012-10-10,Sasseuva,11.3,6.8,9.05
2012-10-11,Sasseuva,8.9,3.3,6.1
2012-10-12,Sasseuva,3.3,0.7,2
2012-10-13,Sasseuva,5.6,0.5,3.05
2012-10-14,Sasseuva,7.7,-3.9,1.9
2012-10-15,Sasseuva,-0.8,-4.6,-2.7
2012-10-16,Sasseuva,9.7,-1,4.35
2012-10-17,Sasseuva,9.3,5.1,7.2
2012-10-18,Sasseuva,10.4,6.5,8.45
2012-10-19,Sasseuva,8.9,6.2,7.55
2012-10-20,Sasseuva,9.7,6.3,8
2012-10-21,Sasseuva,7.7,2.3,5
2012-10-22,Sasseuva,4.5,1.7,3.1
2012-10-23,Sasseuva,6.5,3,4.75
2012-10-24,Sasseuva,10.7,5.4,8.05
2012-10-25,Sasseuva,6.8,3.8,5.3
2012-10-26,Sasseuva,4.5,1.5,3
2012-10-27,Sasseuva,1.7,-10.6,-4.45
2012-10-28,Sasseuva,-9.1,-12,-10.55
2012-10-29,Sasseuva,2.1,-11,-4.45
2012-10-30,Sasseuva,3.5,-2.5,0.5
2012-10-31,Sasseuva,0.8,-3,-1.1
2012-11-01,Sasseuva,4.4,-1.6,1.4
2012-11-02,Sasseuva,5.6,-1.9,1.85
2012-11-03,Sasseuva,6.8,1.9,4.35
2012-11-04,Sasseuva,6.9,-2.7,2.1
2012-11-05,Sasseuva,-0.6,-5.6,-3.1
2012-11-06,Sasseuva,-2.9,-8.5,-5.7
2012-11-07,Sasseuva,4,-6.1,-1.05
2012-11-08,Sasseuva,10,4,7
2012-11-09,Sasseuva,8.7,3.4,6.05
2012-11-10,Sasseuva,4.5,-1.6,1.45
2012-11-11,Sasseuva,-1.8,-5.3,-3.55
2012-11-12,Sasseuva,-1,-6,-3.5
2012-11-13,Sasseuva,8.2,-2.5,2.85
2012-11-14,Sasseuva,9.6,4.5,7.05
2012-11-15,Sasseuva,8.4,4.9,6.65
2012-11-16,Sasseuva,8.7,1.6,5.15
2012-11-17,Sasseuva,4.9,1.1,3
2012-11-18,Sasseuva,1.4,-1.3,0.05
2012-11-19,Sasseuva,4.1,-1.2,1.45
2012-11-20,Sasseuva,8.3,1.5,4.9
2012-11-21,Sasseuva,5.8,-2.1,1.85
2012-11-22,Sasseuva,3.7,-1.6,1.05
2012-11-23,Sasseuva,7.3,2.5,4.9
2012-11-24,Sasseuva,9.9,2.5,6.2
2012-11-25,Sasseuva,6,2.8,4.4
2012-11-26,Sasseuva,5.7,-4.4,0.65
2012-11-27,Sasseuva,-4.3,-6.8,-5.55
2012-11-28,Sasseuva,-6.4,-8.7,-7.55
2012-11-29,Sasseuva,-8.1,-11.1,-9.6
2012-11-30,Sasseuva,-10.5,-13.6,-12.05
2012-12-01,Sasseuva,-10.9,-13.7,-12.3
2012-12-02,Sasseuva,-3,-12.6,-7.8
2012-12-03,Sasseuva,-0.9,-4.9,-2.9
2012-12-04,Sasseuva,-2.3,-7.9,-5.1
2012-12-05,Sasseuva,-6.4,-7.7,-7.05
2012-12-06,Sasseuva,-6.1,-9.3,-7.7
2012-12-07,Sasseuva,-0.8,-7.5,-4.15
